# Parameter;FmiLevelId;Units;Alias1;Alias2;Alias3;
surface_radioactivity_content_of_105mRh;;1;Bq m-2;;;
surface_radioactivity_content_of_105Rh;;1;Bq m-2;;;
surface_radioactivity_content_of_105Ru;;1;Bq m-2;;;
surface_radioactivity_content_of_106mRh;;1;Bq m-2;;;
surface_radioactivity_content_of_106Rh;;1;Bq m-2;;;
surface_radioactivity_content_of_106Ru;;1;Bq m-2;;;
surface_radioactivity_content_of_107mPd;;1;Bq m-2;;;
surface_radioactivity_content_of_107Pd;;1;Bq m-2;;;
surface_radioactivity_content_of_107Rh;;1;Bq m-2;;;
surface_radioactivity_content_of_109mAg;;1;Bq m-2;;;
surface_radioactivity_content_of_109Pd;;1;Bq m-2;;;
surface_radioactivity_content_of_110mAg;;1;Bq m-2;;;
surface_radioactivity_content_of_111Ag;;1;Bq m-2;;;
surface_radioactivity_content_of_111mAg;;1;Bq m-2;;;
surface_radioactivity_content_of_111mCd;;1;Bq m-2;;;
surface_radioactivity_content_of_111mPd;;1;Bq m-2;;;
surface_radioactivity_content_of_111Pd;;1;Bq m-2;;;
surface_radioactivity_content_of_112Ag;;1;Bq m-2;;;
surface_radioactivity_content_of_112Pd;;1;Bq m-2;;;
surface_radioactivity_content_of_113Ag;;1;Bq m-2;;;
surface_radioactivity_content_of_113Cd;;1;Bq m-2;;;
surface_radioactivity_content_of_113mAg;;1;Bq m-2;;;
surface_radioactivity_content_of_113mCd;;1;Bq m-2;;;
surface_radioactivity_content_of_113mIn;;1;Bq m-2;;;
surface_radioactivity_content_of_115Ag;;1;Bq m-2;;;
surface_radioactivity_content_of_115Cd;;1;Bq m-2;;;
surface_radioactivity_content_of_115In;;1;Bq m-2;;;
surface_radioactivity_content_of_115mAg;;1;Bq m-2;;;
surface_radioactivity_content_of_115mCd;;1;Bq m-2;;;
surface_radioactivity_content_of_115mIn;;1;Bq m-2;;;
surface_radioactivity_content_of_116In;;1;Bq m-2;;;
surface_radioactivity_content_of_116mIn;;1;Bq m-2;;;
surface_radioactivity_content_of_117Cd;;1;Bq m-2;;;
surface_radioactivity_content_of_117In;;1;Bq m-2;;;
surface_radioactivity_content_of_117mCd;;1;Bq m-2;;;
surface_radioactivity_content_of_117mIn;;1;Bq m-2;;;
surface_radioactivity_content_of_117mSn;;1;Bq m-2;;;
surface_radioactivity_content_of_118Cd;;1;Bq m-2;;;
surface_radioactivity_content_of_118In;;1;Bq m-2;;;
surface_radioactivity_content_of_118mIn;;1;Bq m-2;;;
surface_radioactivity_content_of_119In;;1;Bq m-2;;;
surface_radioactivity_content_of_119mIn;;1;Bq m-2;;;
surface_radioactivity_content_of_119mSn;;1;Bq m-2;;;
surface_radioactivity_content_of_11C;;1;Bq m-2;;;
surface_radioactivity_content_of_121mSn;;1;Bq m-2;;;
surface_radioactivity_content_of_121Sn;;1;Bq m-2;;;
surface_radioactivity_content_of_123mSn;;1;Bq m-2;;;
surface_radioactivity_content_of_123Sn;;1;Bq m-2;;;
surface_radioactivity_content_of_124mSb;;1;Bq m-2;;;
surface_radioactivity_content_of_124Sb;;1;Bq m-2;;;
surface_radioactivity_content_of_125mTe;;1;Bq m-2;;;
surface_radioactivity_content_of_125Sb;;1;Bq m-2;;;
surface_radioactivity_content_of_125Sn;;1;Bq m-2;;;
surface_radioactivity_content_of_126mSb;;1;Bq m-2;;;
surface_radioactivity_content_of_126Sb;;1;Bq m-2;;;
surface_radioactivity_content_of_126Sn;;1;Bq m-2;;;
surface_radioactivity_content_of_127mTe;;1;Bq m-2;;;
surface_radioactivity_content_of_127Sb;;1;Bq m-2;;;
surface_radioactivity_content_of_127Sn;;1;Bq m-2;;;
surface_radioactivity_content_of_127Te;;1;Bq m-2;;;
surface_radioactivity_content_of_128mSb;;1;Bq m-2;;;
surface_radioactivity_content_of_128Sb;;1;Bq m-2;;;
surface_radioactivity_content_of_128Sn;;1;Bq m-2;;;
surface_radioactivity_content_of_129I;;1;Bq m-2;;;
surface_radioactivity_content_of_129mTe;;1;Bq m-2;;;
surface_radioactivity_content_of_129mXe;;1;Bq m-2;;;
surface_radioactivity_content_of_129Sb;;1;Bq m-2;;;
surface_radioactivity_content_of_129Te;;1;Bq m-2;;;
surface_radioactivity_content_of_130I;;1;Bq m-2;;;
surface_radioactivity_content_of_130mI;;1;Bq m-2;;;
surface_radioactivity_content_of_130mSb;;1;Bq m-2;;;
surface_radioactivity_content_of_130Sb;;1;Bq m-2;;;
surface_radioactivity_content_of_130Sn;;1;Bq m-2;;;
surface_radioactivity_content_of_131I;;1;Bq m-2;;;
surface_radioactivity_content_of_131mTe;;1;Bq m-2;;;
surface_radioactivity_content_of_131mXe;;1;Bq m-2;;;
surface_radioactivity_content_of_131Sb;;1;Bq m-2;;;
surface_radioactivity_content_of_131Te;;1;Bq m-2;;;
surface_radioactivity_content_of_132I;;1;Bq m-2;;;
surface_radioactivity_content_of_132Te;;1;Bq m-2;;;
surface_radioactivity_content_of_133I;;1;Bq m-2;;;
surface_radioactivity_content_of_133mI;;1;Bq m-2;;;
surface_radioactivity_content_of_133mTe;;1;Bq m-2;;;
surface_radioactivity_content_of_133mXe;;1;Bq m-2;;;
surface_radioactivity_content_of_133Te;;1;Bq m-2;;;
surface_radioactivity_content_of_133Xe;;1;Bq m-2;;;
surface_radioactivity_content_of_134Cs;;1;Bq m-2;;;
surface_radioactivity_content_of_134I;;1;Bq m-2;;;
surface_radioactivity_content_of_134mCs;;1;Bq m-2;;;
surface_radioactivity_content_of_134mI;;1;Bq m-2;;;
surface_radioactivity_content_of_134mXe;;1;Bq m-2;;;
surface_radioactivity_content_of_134Te;;1;Bq m-2;;;
surface_radioactivity_content_of_135Cs;;1;Bq m-2;;;
surface_radioactivity_content_of_135I;;1;Bq m-2;;;
surface_radioactivity_content_of_135mBa;;1;Bq m-2;;;
surface_radioactivity_content_of_135mCs;;1;Bq m-2;;;
surface_radioactivity_content_of_135mXe;;1;Bq m-2;;;
surface_radioactivity_content_of_135Xe;;1;Bq m-2;;;
surface_radioactivity_content_of_136Cs;;1;Bq m-2;;;
surface_radioactivity_content_of_137Cs;;1;Bq m-2;;;
surface_radioactivity_content_of_137mBa;;1;Bq m-2;;;
surface_radioactivity_content_of_137Xe;;1;Bq m-2;;;
surface_radioactivity_content_of_138Cs;;1;Bq m-2;;;
surface_radioactivity_content_of_138Xe;;1;Bq m-2;;;
surface_radioactivity_content_of_139Ba;;1;Bq m-2;;;
surface_radioactivity_content_of_13N;;1;Bq m-2;;;
surface_radioactivity_content_of_140Ba;;1;Bq m-2;;;
surface_radioactivity_content_of_140La;;1;Bq m-2;;;
surface_radioactivity_content_of_141Ce;;1;Bq m-2;;;
surface_radioactivity_content_of_141La;;1;Bq m-2;;;
surface_radioactivity_content_of_142Ce;;1;Bq m-2;;;
surface_radioactivity_content_of_142La;;1;Bq m-2;;;
surface_radioactivity_content_of_142mPr;;1;Bq m-2;;;
surface_radioactivity_content_of_142Pr;;1;Bq m-2;;;
surface_radioactivity_content_of_143Ce;;1;Bq m-2;;;
surface_radioactivity_content_of_143La;;1;Bq m-2;;;
surface_radioactivity_content_of_143Pr;;1;Bq m-2;;;
surface_radioactivity_content_of_144Ce;;1;Bq m-2;;;
surface_radioactivity_content_of_144mPr;;1;Bq m-2;;;
surface_radioactivity_content_of_144Nd;;1;Bq m-2;;;
surface_radioactivity_content_of_144Pr;;1;Bq m-2;;;
surface_radioactivity_content_of_145Pr;;1;Bq m-2;;;
surface_radioactivity_content_of_146Ce;;1;Bq m-2;;;
surface_radioactivity_content_of_146Pr;;1;Bq m-2;;;
surface_radioactivity_content_of_147Nd;;1;Bq m-2;;;
surface_radioactivity_content_of_147Pm;;1;Bq m-2;;;
surface_radioactivity_content_of_147Pr;;1;Bq m-2;;;
surface_radioactivity_content_of_147Sm;;1;Bq m-2;;;
surface_radioactivity_content_of_148mPm;;1;Bq m-2;;;
surface_radioactivity_content_of_148Pm;;1;Bq m-2;;;
surface_radioactivity_content_of_148Sm;;1;Bq m-2;;;
surface_radioactivity_content_of_149Nd;;1;Bq m-2;;;
surface_radioactivity_content_of_149Pm;;1;Bq m-2;;;
surface_radioactivity_content_of_149Sm;;1;Bq m-2;;;
surface_radioactivity_content_of_150Pm;;1;Bq m-2;;;
surface_radioactivity_content_of_151Nd;;1;Bq m-2;;;
surface_radioactivity_content_of_151Pm;;1;Bq m-2;;;
surface_radioactivity_content_of_151Sm;;1;Bq m-2;;;
surface_radioactivity_content_of_152mPm;;1;Bq m-2;;;
surface_radioactivity_content_of_152Nd;;1;Bq m-2;;;
surface_radioactivity_content_of_152Pm;;1;Bq m-2;;;
surface_radioactivity_content_of_153Sm;;1;Bq m-2;;;
surface_radioactivity_content_of_154Eu;;1;Bq m-2;;;
surface_radioactivity_content_of_155Eu;;1;Bq m-2;;;
surface_radioactivity_content_of_155Sm;;1;Bq m-2;;;
surface_radioactivity_content_of_156Eu;;1;Bq m-2;;;
surface_radioactivity_content_of_156Sm;;1;Bq m-2;;;
surface_radioactivity_content_of_157Eu;;1;Bq m-2;;;
surface_radioactivity_content_of_158Eu;;1;Bq m-2;;;
surface_radioactivity_content_of_159Eu;;1;Bq m-2;;;
surface_radioactivity_content_of_159Gd;;1;Bq m-2;;;
surface_radioactivity_content_of_15O;;1;Bq m-2;;;
surface_radioactivity_content_of_160Tb;;1;Bq m-2;;;
surface_radioactivity_content_of_161Tb;;1;Bq m-2;;;
surface_radioactivity_content_of_162Gd;;1;Bq m-2;;;
surface_radioactivity_content_of_162mTb;;1;Bq m-2;;;
surface_radioactivity_content_of_162Tb;;1;Bq m-2;;;
surface_radioactivity_content_of_163Tb;;1;Bq m-2;;;
surface_radioactivity_content_of_165Dy;;1;Bq m-2;;;
surface_radioactivity_content_of_18F;;1;Bq m-2;;;
surface_radioactivity_content_of_206Hg;;1;Bq m-2;;;
surface_radioactivity_content_of_206Tl;;1;Bq m-2;;;
surface_radioactivity_content_of_207mPb;;1;Bq m-2;;;
surface_radioactivity_content_of_207Tl;;1;Bq m-2;;;
surface_radioactivity_content_of_208Tl;;1;Bq m-2;;;
surface_radioactivity_content_of_209Bi;;1;Bq m-2;;;
surface_radioactivity_content_of_209Pb;;1;Bq m-2;;;
surface_radioactivity_content_of_209Tl;;1;Bq m-2;;;
surface_radioactivity_content_of_210Bi;;1;Bq m-2;;;
surface_radioactivity_content_of_210Pb;;1;Bq m-2;;;
surface_radioactivity_content_of_210Po;;1;Bq m-2;;;
surface_radioactivity_content_of_210Tl;;1;Bq m-2;;;
surface_radioactivity_content_of_211Bi;;1;Bq m-2;;;
surface_radioactivity_content_of_211Pb;;1;Bq m-2;;;
surface_radioactivity_content_of_211Po;;1;Bq m-2;;;
surface_radioactivity_content_of_212Bi;;1;Bq m-2;;;
surface_radioactivity_content_of_212Pb;;1;Bq m-2;;;
surface_radioactivity_content_of_212Po;;1;Bq m-2;;;
surface_radioactivity_content_of_213Bi;;1;Bq m-2;;;
surface_radioactivity_content_of_213Pb;;1;Bq m-2;;;
surface_radioactivity_content_of_213Po;;1;Bq m-2;;;
surface_radioactivity_content_of_214Bi;;1;Bq m-2;;;
surface_radioactivity_content_of_214Pb;;1;Bq m-2;;;
surface_radioactivity_content_of_214Po;;1;Bq m-2;;;
surface_radioactivity_content_of_215At;;1;Bq m-2;;;
surface_radioactivity_content_of_215Bi;;1;Bq m-2;;;
surface_radioactivity_content_of_215Po;;1;Bq m-2;;;
surface_radioactivity_content_of_216At;;1;Bq m-2;;;
surface_radioactivity_content_of_216Po;;1;Bq m-2;;;
surface_radioactivity_content_of_217At;;1;Bq m-2;;;
surface_radioactivity_content_of_217Po;;1;Bq m-2;;;
surface_radioactivity_content_of_218At;;1;Bq m-2;;;
surface_radioactivity_content_of_218Po;;1;Bq m-2;;;
surface_radioactivity_content_of_218Rn;;1;Bq m-2;;;
surface_radioactivity_content_of_219At;;1;Bq m-2;;;
surface_radioactivity_content_of_219Rn;;1;Bq m-2;;;
surface_radioactivity_content_of_220Rn;;1;Bq m-2;;;
surface_radioactivity_content_of_221Fr;;1;Bq m-2;;;
surface_radioactivity_content_of_221Rn;;1;Bq m-2;;;
surface_radioactivity_content_of_222Fr;;1;Bq m-2;;;
surface_radioactivity_content_of_222Ra;;1;Bq m-2;;;
surface_radioactivity_content_of_222Rn;;1;Bq m-2;;;
surface_radioactivity_content_of_223Fr;;1;Bq m-2;;;
surface_radioactivity_content_of_223Ra;;1;Bq m-2;;;
surface_radioactivity_content_of_223Rn;;1;Bq m-2;;;
surface_radioactivity_content_of_224Ra;;1;Bq m-2;;;
surface_radioactivity_content_of_225Ac;;1;Bq m-2;;;
surface_radioactivity_content_of_225Ra;;1;Bq m-2;;;
surface_radioactivity_content_of_226Ac;;1;Bq m-2;;;
surface_radioactivity_content_of_226Ra;;1;Bq m-2;;;
surface_radioactivity_content_of_226Th;;1;Bq m-2;;;
surface_radioactivity_content_of_227Ac;;1;Bq m-2;;;
surface_radioactivity_content_of_227Ra;;1;Bq m-2;;;
surface_radioactivity_content_of_227Th;;1;Bq m-2;;;
surface_radioactivity_content_of_228Ac;;1;Bq m-2;;;
surface_radioactivity_content_of_228Ra;;1;Bq m-2;;;
surface_radioactivity_content_of_228Th;;1;Bq m-2;;;
surface_radioactivity_content_of_229Ac;;1;Bq m-2;;;
surface_radioactivity_content_of_229Ra;;1;Bq m-2;;;
surface_radioactivity_content_of_229Th;;1;Bq m-2;;;
surface_radioactivity_content_of_230Pa;;1;Bq m-2;;;
surface_radioactivity_content_of_230Th;;1;Bq m-2;;;
surface_radioactivity_content_of_230U;;1;Bq m-2;;;
surface_radioactivity_content_of_231Pa;;1;Bq m-2;;;
surface_radioactivity_content_of_231Th;;1;Bq m-2;;;
surface_radioactivity_content_of_231U;;1;Bq m-2;;;
surface_radioactivity_content_of_232Pa;;1;Bq m-2;;;
surface_radioactivity_content_of_232Th;;1;Bq m-2;;;
surface_radioactivity_content_of_232U;;1;Bq m-2;;;
surface_radioactivity_content_of_233Pa;;1;Bq m-2;;;
surface_radioactivity_content_of_233Th;;1;Bq m-2;;;
surface_radioactivity_content_of_233U;;1;Bq m-2;;;
surface_radioactivity_content_of_234mPa;;1;Bq m-2;;;
surface_radioactivity_content_of_234Pa;;1;Bq m-2;;;
surface_radioactivity_content_of_234Th;;1;Bq m-2;;;
surface_radioactivity_content_of_234U;;1;Bq m-2;;;
surface_radioactivity_content_of_235Np;;1;Bq m-2;;;
surface_radioactivity_content_of_235Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_235U;;1;Bq m-2;;;
surface_radioactivity_content_of_236mNp;;1;Bq m-2;;;
surface_radioactivity_content_of_236Np;;1;Bq m-2;;;
surface_radioactivity_content_of_236Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_236U;;1;Bq m-2;;;
surface_radioactivity_content_of_237Np;;1;Bq m-2;;;
surface_radioactivity_content_of_237Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_237U;;1;Bq m-2;;;
surface_radioactivity_content_of_238Np;;1;Bq m-2;;;
surface_radioactivity_content_of_238Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_238U;;1;Bq m-2;;;
surface_radioactivity_content_of_239Np;;1;Bq m-2;;;
surface_radioactivity_content_of_239Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_239U;;1;Bq m-2;;;
surface_radioactivity_content_of_240Am;;1;Bq m-2;;;
surface_radioactivity_content_of_240mNp;;1;Bq m-2;;;
surface_radioactivity_content_of_240Np;;1;Bq m-2;;;
surface_radioactivity_content_of_240Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_240U;;1;Bq m-2;;;
surface_radioactivity_content_of_241Am;;1;Bq m-2;;;
surface_radioactivity_content_of_241Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_241Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_242Am;;1;Bq m-2;;;
surface_radioactivity_content_of_242Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_242m1Am;;1;Bq m-2;;;
surface_radioactivity_content_of_242m2Am;;1;Bq m-2;;;
surface_radioactivity_content_of_242Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_243Am;;1;Bq m-2;;;
surface_radioactivity_content_of_243Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_243Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_244Am;;1;Bq m-2;;;
surface_radioactivity_content_of_244Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_244mAm;;1;Bq m-2;;;
surface_radioactivity_content_of_244Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_245Am;;1;Bq m-2;;;
surface_radioactivity_content_of_245Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_245Pu;;1;Bq m-2;;;
surface_radioactivity_content_of_246Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_247Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_248Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_249Bk;;1;Bq m-2;;;
surface_radioactivity_content_of_249Cf;;1;Bq m-2;;;
surface_radioactivity_content_of_249Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_24Na;;1;Bq m-2;;;
surface_radioactivity_content_of_250Bk;;1;Bq m-2;;;
surface_radioactivity_content_of_250Cf;;1;Bq m-2;;;
surface_radioactivity_content_of_250Cm;;1;Bq m-2;;;
surface_radioactivity_content_of_251Cf;;1;Bq m-2;;;
surface_radioactivity_content_of_252Cf;;1;Bq m-2;;;
surface_radioactivity_content_of_253Cf;;1;Bq m-2;;;
surface_radioactivity_content_of_253Es;;1;Bq m-2;;;
surface_radioactivity_content_of_254Cf;;1;Bq m-2;;;
surface_radioactivity_content_of_254Es;;1;Bq m-2;;;
surface_radioactivity_content_of_254mEs;;1;Bq m-2;;;
surface_radioactivity_content_of_255Es;;1;Bq m-2;;;
surface_radioactivity_content_of_3H;;1;Bq m-2;;;
surface_radioactivity_content_of_41Ar;;1;Bq m-2;;;
surface_radioactivity_content_of_54Mn;;1;Bq m-2;;;
surface_radioactivity_content_of_58Co;;1;Bq m-2;;;
surface_radioactivity_content_of_60Co;;1;Bq m-2;;;
surface_radioactivity_content_of_72Ga;;1;Bq m-2;;;
surface_radioactivity_content_of_72Zn;;1;Bq m-2;;;
surface_radioactivity_content_of_73Ga;;1;Bq m-2;;;
surface_radioactivity_content_of_75Ge;;1;Bq m-2;;;
surface_radioactivity_content_of_77As;;1;Bq m-2;;;
surface_radioactivity_content_of_77Ge;;1;Bq m-2;;;
surface_radioactivity_content_of_77mGe;;1;Bq m-2;;;
surface_radioactivity_content_of_78As;;1;Bq m-2;;;
surface_radioactivity_content_of_78Ge;;1;Bq m-2;;;
surface_radioactivity_content_of_79Se;;1;Bq m-2;;;
surface_radioactivity_content_of_81mSe;;1;Bq m-2;;;
surface_radioactivity_content_of_81Se;;1;Bq m-2;;;
surface_radioactivity_content_of_82Br;;1;Bq m-2;;;
surface_radioactivity_content_of_82mBr;;1;Bq m-2;;;
surface_radioactivity_content_of_83Br;;1;Bq m-2;;;
surface_radioactivity_content_of_83mKr;;1;Bq m-2;;;
surface_radioactivity_content_of_83mSe;;1;Bq m-2;;;
surface_radioactivity_content_of_83Se;;1;Bq m-2;;;
surface_radioactivity_content_of_84Br;;1;Bq m-2;;;
surface_radioactivity_content_of_84mBr;;1;Bq m-2;;;
surface_radioactivity_content_of_85Kr;;1;Bq m-2;;;
surface_radioactivity_content_of_85mKr;;1;Bq m-2;;;
surface_radioactivity_content_of_86mRb;;1;Bq m-2;;;
surface_radioactivity_content_of_86Rb;;1;Bq m-2;;;
surface_radioactivity_content_of_87Kr;;1;Bq m-2;;;
surface_radioactivity_content_of_87Rb;;1;Bq m-2;;;
surface_radioactivity_content_of_88Kr;;1;Bq m-2;;;
surface_radioactivity_content_of_88Rb;;1;Bq m-2;;;
surface_radioactivity_content_of_89Kr;;1;Bq m-2;;;
surface_radioactivity_content_of_89Rb;;1;Bq m-2;;;
surface_radioactivity_content_of_89Sr;;1;Bq m-2;;;
surface_radioactivity_content_of_90mY;;1;Bq m-2;;;
surface_radioactivity_content_of_90Sr;;1;Bq m-2;;;
surface_radioactivity_content_of_90Y;;1;Bq m-2;;;
surface_radioactivity_content_of_91mY;;1;Bq m-2;;;
surface_radioactivity_content_of_91Sr;;1;Bq m-2;;;
surface_radioactivity_content_of_91Y;;1;Bq m-2;;;
surface_radioactivity_content_of_92Sr;;1;Bq m-2;;;
surface_radioactivity_content_of_92Y;;1;Bq m-2;;;
surface_radioactivity_content_of_93Y;;1;Bq m-2;;;
surface_radioactivity_content_of_93Zr;;1;Bq m-2;;;
surface_radioactivity_content_of_94mNb;;1;Bq m-2;;;
surface_radioactivity_content_of_94Nb;;1;Bq m-2;;;
surface_radioactivity_content_of_94Y;;1;Bq m-2;;;
surface_radioactivity_content_of_95mNb;;1;Bq m-2;;;
surface_radioactivity_content_of_95Nb;;1;Bq m-2;;;
surface_radioactivity_content_of_95Y;;1;Bq m-2;;;
surface_radioactivity_content_of_95Zr;;1;Bq m-2;;;
surface_radioactivity_content_of_96Nb;;1;Bq m-2;;;
surface_radioactivity_content_of_97mNb;;1;Bq m-2;;;
surface_radioactivity_content_of_97Nb;;1;Bq m-2;;;
surface_radioactivity_content_of_97Zr;;1;Bq m-2;;;
surface_radioactivity_content_of_98Nb;;1;Bq m-2;;;
surface_radioactivity_content_of_99Mo;;1;Bq m-2;;;
surface_radioactivity_content_of_99mTc;;1;Bq m-2;;;
surface_radioactivity_content_of_99Tc;;1;Bq m-2;;;
surface_ratio_of_upwelling_radiance_emerging_from_sea_water_to_downwelling_radiative_flux_in_air;;1;sr-1;;;
surface_roughness_length;;1;m;;;
surface_roughness_length_for_heat_in_air;;1;m;;;
surface_roughness_length_for_humidity_in_air;;1;m;;;
surface_roughness_length_for_momentum_in_air;;1;m;;;
surface_runoff_amount;;1;kg m-2;;;
surface_runoff_flux;;1;kg m-2 s-1;;;
surface_snow_amount;;1;kg m-2;;;
surface_snow_and_ice_melt_flux;;1;kg m-2 s-1;;;
surface_snow_and_ice_melt_heat_flux;;1;W m-2;;;
surface_snow_and_ice_refreezing_flux;;1;kg m-2 s-1;;;
surface_snow_area_fraction;;1;1;;;
surface_snow_binary_mask;;1;1;;;
surface_snow_density;;1;kg m-3;snow_density;;
surface_snow_melt_amount;;1;kg m-2;;;
surface_snow_melt_and_sublimation_heat_flux;;1;W m-2;;;
surface_snow_melt_flux;;1;kg m-2 s-1;;;
surface_snow_melt_heat_flux;;1;W m-2;;;
surface_snow_sublimation_amount;;1;kg m-2;;;
surface_snow_sublimation_heat_flux;;1;W m-2;;;
surface_snow_thickness;;1;m;surface_snow_thickness_where_sea_ice;;
surface_specific_humidity;;1;1;;;
